id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
b0e6cfd979ea48b997019b059999d3c2,EVALUATION APPROACH,"METHOD, PROCESS","The evaluation approach has limitations, as it has only examined a certain class of sensemaking questions for two corpora in the region of 1 million tokens. More work is needed to understand how performance varies across different ranges of question types, data types, and dataset sizes.",342,,['e015335cdcae20e6546fe7cbdef56c1a'],"[ 0.01091517  0.00804936 -0.03974429 ...  0.01415873 -0.01899691
  0.00389574]"
ef00ec3a324f4f5986141401002af3f6,SELFCHECKGPT,"SOFTWARE, APPLICATION","SelfCheckGPT, developed by Manakul et al. in 2023, is an advanced AI model designed to enhance the analysis of Graph RAG's performance. This innovative application specializes in comparing fabrication rates, offering a significant improvement over existing analysis methods. By leveraging the capabilities of SelfCheckGPT, users can gain deeper insights into the efficiency and effectiveness of fabrication processes, ultimately leading to optimized performance and better decision-making in the Motor Control and Drive Systems domain.",343,,['7040ba36a7c09899a355d14a30d65375' 'e015335cdcae20e6546fe7cbdef56c1a'],"[ 0.02429659 -0.01439186  0.02000067 ...  0.00122645 -0.00080216
 -0.01646157]"
a542fd7aed7341468028928937ea2983,1 MILLION TOKENS,"QUANTITY, DATA_SIZE","The region of 1 million tokens refers to a specific size of data or text, which is a significant amount for analyzing performance in various tasks and models.",344,,['7040ba36a7c09899a355d14a30d65375'],"[ 0.02233888 -0.00768819 -0.02120751 ...  0.01159138 -0.04185868
  0.00443287]"
1c5e296a5ac541c1b5cac4357537c22d,QUESTION TYPES,"PROPERTY, TASK","Question types represent the various categories or formats of questions that can be asked or generated, which can affect the performance of models or systems in different ways.",345,,['7040ba36a7c09899a355d14a30d65375'],"[ 0.03276112 -0.00657095 -0.01761762 ... -0.00224928  0.00090634
 -0.02049624]"
5ecf534a9ffe46e0b1c2144110c691c0,DATA TYPES,"PROPERTY, DATA_CLASSIFICATION","Data types refer to the classification or categories of data, such as numerical, textual, categorical, etc., which can influence the performance of models or systems depending on their specific capabilities.",346,,['7040ba36a7c09899a355d14a30d65375'],"[-0.00809663 -0.0226198   0.01822349 ...  0.02048103 -0.01073424
 -0.01253519]"
4d183e7007624fcd98af96b9d752c16d,DATASET SIZES,"QUANTITY, DATA_SIZE","Dataset sizes refer to the volume or scale of datasets used for training or evaluating models, which can impact the performance of models due to the amount of data they have to process.",347,,['7040ba36a7c09899a355d14a30d65375'],"[ 0.02378109 -0.01875557  0.02079271 ...  0.03992213 -0.03194995
  0.01657957]"
718c507cb8ac49e6a35c251ac951b5ca,END USERS,"PERSON, USER","End users are the individuals or groups who will ultimately use or benefit from the models, systems, or services, and their feedback is crucial for validating the effectiveness of the sensemaking questions and target metrics.",348,,['7040ba36a7c09899a355d14a30d65375'],"[-0.03439373  0.01008588 -0.0561641  ...  0.01036184  0.00018095
  0.00419557]"
b45ef27279c043269b23b894461d7d8c,GLOBAL SUMMARIZATION,"PROPERTY, TEXT_PROCESSING","Global summarization is a text processing technique that generates a concise summary of the entire source text, which can be used to provide an overview of the content and can be competitive with the graph index approach in some cases.",349,,['7040ba36a7c09899a355d14a30d65375'],"[ 0.031024    0.01149156 -0.00783351 ... -0.03232836 -0.01533245
  0.03768625]"
10983a248cc448c59c94df4d1d0898f0,COMPUTE BUDGET,"PROPERTY, COST","Compute budget refers to the financial resources allocated for computing tasks, which can influence the decision to invest in building a graph index due to the potential costs associated with its creation and maintenance.",350,,['7040ba36a7c09899a355d14a30d65375'],"[ 0.01235577 -0.02489509 -0.03860686 ... -0.02068096 -0.01004566
  0.01324702]"
e2ec7d3cdbeb4dd086ae6eb399332363,LIFETIME QUERIES,"PROPERTY, QUERY_FREQUENCY","Lifetime queries refer to the expected number of queries that will be made to a dataset over its lifetime, which can affect the decision to invest in building a graph index due to the potential benefits of faster querying.",351,,['7040ba36a7c09899a355d14a30d65375'],"[-0.00608773  0.02757208 -0.01094715 ... -0.0217811   0.01430772
 -0.00730249]"
67f10971666240ea930f3b875aabdc1a,GRAPH-RELATED RAG APPROACHES,"PROPERTY, AI_MODEL","Graph-related RAG approaches are variations of the Retrieval-Augmented Generation model that utilize graph structures for various tasks, such as summarization or question answering, and they can offer additional benefits beyond the basic graph index.",352,,['7040ba36a7c09899a355d14a30d65375'],"[ 0.00906603  0.00676646 -0.0171592  ...  0.00943641  0.02149282
  0.032588  ]"
8b95083939ad4771b57a97c2d5805f36,FUTURE WORK,"PROPERTY, RESEARCH","Future work refers to the potential research directions or improvements that can be pursued, which can include refining and adapting the current Graph RAG approach, as well as exploring hybrid RAG schemes that combine different techniques.",353,,['7040ba36a7c09899a355d14a30d65375'],"[ 0.01304931  0.01608269 -0.04659195 ... -0.02052019  0.00290081
  0.03099219]"
3c4062de44d64870a3cc5913d5769244,HIERARCHICAL COMMUNITY STRUCTURE,"CONCEPT, ORGANIZATION","Hierarchical community structure refers to the organization of communities within a graph or text corpus at different levels. This structure supports the refinement and adaptation of the Graph RAG approach by allowing for ""roll-up"" operations across multiple levels and ""drill down"" mechanisms that follow the information scent contained in higher-level community summaries.",354,,['5e2933c9646c751e6a60c9de12a255f2'],"[ 0.02113174 -0.01436206 -0.00807339 ... -0.0022082  -0.00098651
  0.01670771]"
24652fab20d84381b112b8491de2887e,EMBEDDING-BASED MATCHING,"METHOD, TECHNIQUE",Embedding-based matching is a technique used in the Graph RAG approach to match user queries and graph annotations in a more local manner. It involves converting textual information into numerical vectors (embeddings) to compare and find relevant information.,355,,['5e2933c9646c751e6a60c9de12a255f2'],"[ 0.01623273  0.01476165  0.00177027 ...  0.01167069  0.00142415
 -0.0158626 ]"
d4602d4a27b34358baa86814a3836d68,HYBRID RAG SCHEMES,"METHOD, TECHNIQUE","Hybrid RAG schemes are a combination of different methods in the Graph RAG approach, which include embedding-based matching against community reports before employing map-reduce summarization mechanisms. These schemes aim to improve the comprehensiveness and diversity of answers by integrating various techniques.",356,,['5e2933c9646c751e6a60c9de12a255f2'],"[-0.00825919  0.00905917 -0.00146136 ... -0.00166912  0.02781756
  0.02528927]"
36be44627ece444284f9e759b8cd25c6,ANSWER IIVENESS AND DIVERSITY,"PROPERTY, QUALITY",Answer Iiveness and Diversity refers to the richness and variety of responses or solutions generated by a system or method. It is a measure of the system's capability to produce a wide range of answers or solutions to a given problem or query.,357,,['e31d2d134cf501c93f9445914d7350f9'],"[ 0.01189357  0.03697221 -0.02749731 ... -0.02579956  0.00532635
  0.00034542]"
a64b4b17b07a44e4b1ac33580d811936,GLOBAL BUT GRAPH-FREE APPROACH,"METHOD, TECHNIQUE",The Global but Graph-free Approach is a method that uses map-reduce source text summarization techniques to process and summarize large datasets without relying on graph structures. It is a computational approach that can handle global queries over large datasets.,358,,['e31d2d134cf501c93f9445914d7350f9'],"[-0.00506615  0.03081495 -0.01398273 ... -0.02276178 -0.01915434
  0.00731143]"
423b72bbd56f4caa98f3328202c1c3c9,ENTITY-BASED GRAPH INDEX,"DATA STRUCTURE, INDEX","The Entity-based Graph Index is a data structure that organizes and indexes information based on entities and their relationships in a graph format. It provides a superior data index for root-level communities, offering better performance and efficiency compared to naive RAG (Retrieval-Augmented Generation) and other global methods.",359,,['e31d2d134cf501c93f9445914d7350f9'],"[-0.00092952  0.01717312 -0.01559858 ...  0.00972425 -0.00044743
  0.01703512]"
5c7ef01f46a94641bf1ae5cd25f8a538,ROOT-LEVEL COMMUNITIES,"GROUP, COMMUNITY","Root-level Communities are the fundamental or top-level groups within a dataset or graph structure. They represent the highest-level divisions or categories in the data, which can be further analyzed or queried for detailed information.",360,,['e31d2d134cf501c93f9445914d7350f9'],"[ 0.01632675 -0.01074942 -0.04641655 ...  0.03013373 -0.01030084
 -0.0007876 ]"
aefde1f7617f4c0e9aed31db77f6d862,GLOBAL METHODS,"METHOD, TECHNIQUE","Global Methods refer to computational techniques or algorithms that can handle global queries or operations over large datasets. These methods are designed to process and analyze data at a global scale, often requiring significant computational resources and token costs.",361,,['e31d2d134cf501c93f9445914d7350f9'],"[-0.00954269  0.03191654 -0.04123226 ... -0.01456429 -0.03708896
  0.05153333]"
ad52ba79a84748a49067e53b1d5095f9,TOKEN COST,"PROPERTY, COST",Token Cost is a measure of the computational or resource cost associated with processing or analyzing data in a graph or dataset. It represents the cost of operations or queries in terms of the number of tokens or computational units required.,362,,['e31d2d134cf501c93f9445914d7350f9'],"[-0.00035472  0.00247318 -0.0219408  ...  0.03187808 -0.01666456
  0.01786133]"
289616058bf4495887292003b27ba216,GRAPHRAG INDEXING,"SOFTWARE, TECHNOLOGY","GraphRAG Indexing is a sophisticated suite of data pipeline and transformation tools, designed to extract structured data from unstructured text by leveraging Large Language Models (LLMs). This system is highly configurable, offering both default and custom configuration modes to optimize the performance and integration of the Indexing Engine pipelines. GraphRAG Indexing includes workflows, standard and custom steps, prompt templates, and input/output adapters, enabling entity extraction, relationship detection, community detection, and data embedding into vector spaces. The suite supports configuration through the init command, environment variables, and JSON or YAML files for deeper control, ensuring flexibility and adaptability. Outputs from GraphRAG Indexing can be stored in JSON, Parquet, or accessed via the Python API, facilitating seamless integration into various data processing workflows.",363,,['251e8d332b451d900df961cbe215bca0' 'ccd2de9e2219521fbca779843c65af58'],"[ 0.0099667   0.01078495 -0.01421123 ... -0.02015328 -0.00719036
  0.04826494]"
7ffa3a064bce468082739c5a164df5a3,INDEXING PIPELINES,"PROCESS, TECHNOLOGY","Indexing Pipelines are configurable workflows within the GraphRAG indexing package. They consist of standard and custom steps, prompt templates, and input/output adapters. These pipelines are designed to extract entities, relationships, and claims from raw text, perform community detection, generate summaries and reports, and embed data into vector spaces. Outputs can be stored in various formats or accessed through the Python API.>",364,,['251e8d332b451d900df961cbe215bca0'],"[-0.01188401  0.0095214  -0.02051129 ... -0.05952785  0.04098883
  0.02960798]"
ce36d1d637cf4a4e93f5e37ffbc6bd76,ENTITY EXTRACTION,"FUNCTION, TECHNOLOGY","Entity Extraction is a pivotal function within the GraphRAG indexing suite, serving as a configuration section that specializes in settings for extracting entities from text. This process is essential for deciphering the components of unstructured text, acting as a cornerstone in the indexing pipeline. The section manages various parameters such as the Language Model (LLM), parallelization, async mode, prompt file, entity types, max gleanings, and strategy. The entities identified and extracted through Entity Extraction are further analyzed to uncover relationships and detect communities, contributing significantly to the structured data produced by the indexing process.",365,,['251e8d332b451d900df961cbe215bca0' 'abac77a5673e907cf8d65161c2612784'],"[-0.0111802   0.01195419 -0.04171039 ... -0.03895677 -0.02732978
  0.06055956]"
eeb9c02c0efa4131b9e95d33c31019fc,RELATIONSHIP DETECTION,"FUNCTION, TECHNOLOGY","Relationship Detection is a function within the GraphRAG indexing suite that identifies relationships between entities extracted from unstructured text. This process helps in understanding the context and connections within the text, contributing to the generation of structured data. The detected relationships are part of the outputs that can be stored in various formats or accessed through the Python API.>",366,,['251e8d332b451d900df961cbe215bca0'],"[ 0.002716    0.01127605 -0.033544   ...  0.03001621  0.02525989
  0.03203511]"
7b2472c5dd9949c58828413387b94659,COMMUNITY DETECTION,"FUNCTION, TECHNOLOGY","Community Detection is a sophisticated function embedded within the GraphRAG indexing suite, specifically operating as a subprocess during Phase 3: Graph Augmentation. This process leverages the Hierarchical Leiden Algorithm to meticulously identify and generate a hierarchy of entity communities, thereby facilitating a deeper understanding of the community structure within the graph. By analyzing the connectivity patterns of nodes, Community Detection effectively discerns groups or clusters of related entities, enabling the summarization and reporting of text data at various levels of granularity. The outcomes of this algorithmic process significantly enrich the structured data outputs of the indexing procedure, providing a valuable tool for navigating and summarizing the graph data in a more organized and insightful manner.",367,,"['251e8d332b451d900df961cbe215bca0' '493f38f41b89e767fc23d84e1fa5ba20'
 '6f92ce3fcd05dd5697ded83586f7bc08' 'a6bcb4514cb6de67e3d74ad0ea62452d']","[ 0.01564981  0.01233042 -0.01434811 ... -0.02070144 -0.01778535
  0.03579277]"
bdddcb17ba6c408599dd395ce64f960a,DATA EMBEDDING,"FUNCTION, TECHNOLOGY","Data Embedding is a function within the GraphRAG indexing suite that transforms extracted entities and text chunks into vector representations. This process is used to embed entities into a graph vector space and text chunks into a textual vector space, facilitating further analysis and storage of the structured data. Outputs can be stored in various formats or accessed through the Python API.>",368,,['251e8d332b451d900df961cbe215bca0'],"[-0.01066695  0.02052996 -0.0033389  ... -0.00970328 -0.02313545
  0.01657763]"
bc70fee2061541148833d19e86f225b3,OUTPUT FORMATS,"PROPERTY, TECHNOLOGY","Output Formats refer to the various ways in which the structured data generated by the GraphRAG indexing suite can be stored. These include JSON and Parquet formats, which are commonly used for data storage and analysis. Additionally, the outputs can be handled manually via the Python API, providing flexibility in how the data is accessed and used.>",369,,['251e8d332b451d900df961cbe215bca0'],"[-0.00280056 -0.00373582  0.01118621 ... -0.03245381  0.04898535
 -0.00030339]"
0fc15cc3b44c4142a770feb4c037a6f7,CONFIG FILE,"FILE, CONFIGURATION","A Config File is a pivotal document utilized in the setup and execution of software applications or systems, particularly the GraphRAG system. This file contains essential settings, parameters, and configurations that dictate how a pipeline should be executed, ensuring the system functions correctly. It can be utilized with the Command Line Interface (CLI) or the Python API, offering flexibility in specifying execution details. The Config File supports two modes of operation: Default Configuration mode and Custom Configuration mode. By default, it operates in Default Configuration mode, but users can opt out and execute a custom configuration by specifying the Config File using the --config flag, followed by the path to the configuration file. This feature is crucial for setting up the environment and pipeline for the GraphRAG system, as it allows for the precise specification of required environment variables and settings.",370,,"['919cb44d9688a14bf48fa7c98163ed81' '9f2cd3d789fd49f220d4cda6b9e8048c'
 'b0505e11596cadd9890fef049c29473c']","[ 0.02602848 -0.00630653  0.01011304 ... -0.01075292 -0.0036395
  0.03501515]"
a24e9df02e1b4b43bf6324b039e28285,PYTHON API,"PROGRAMMING INTERFACE, TOOL",The Python API is a programming interface that allows users to run the pipeline using Python code. It provides functions and methods for executing the pipeline and can be used to specify the workflow and parameters for the pipeline.>,371,,['b0505e11596cadd9890fef049c29473c'],"[ 0.03106133  0.01406877 -0.0457478  ... -0.01406253 -0.00186516
  0.03899541]"
ab3a5a6713244fd595a1ace978c3d960,NODE,"EXECUTION ENVIRONMENT, TOOL","NODE serves multiple roles within the system. Primarily, it contains layout information for rendered graph-views of the Entities and Documents, which have been embedded and clustered for effective visualization. This makes NODE an integral part of the table that organizes and presents data in a comprehensible format. Additionally, NODE functions as an execution environment, enabling users to run the Command Line Interface (CLI) in a JavaScript environment. This capability provides the necessary runtime and dependencies for executing pipeline commands, making NODE a versatile component that supports both data visualization and execution tasks within the system.",372,,"['493f38f41b89e767fc23d84e1fa5ba20' '85e50a4d70697a2c4420e7a9fc82f22d'
 'b0505e11596cadd9890fef049c29473c']","[-0.00513925 -0.03698811 -0.02777939 ... -0.03695548  0.00071122
 -0.00034397]"
02a88c0d128e4586b2f1f64329786d3c,PIPELINE WORKFLOW REFERENCE,"DATA STRUCTURE, CONFIGURATION","Pipeline Workflow Reference is a data structure used in the Python API to define the workflow of the pipeline. It contains a list of steps that specify the operations to be performed on the data. Each step can include a verb, arguments, and an optional input.>",373,,['b0505e11596cadd9890fef049c29473c'],"[ 0.03532578  0.0032996   0.0016326  ... -0.01461005 -0.00295164
  0.04603741]"
1ca41537c47c4752a17a44d1d7086d96,DERIVE VERB,"FUNCTION, CONFIGURATION","The Derive Verb is a built-in function used in the Pipeline Workflow Reference to perform operations on the data. It can be used to create new columns by applying an operator to existing columns. The Derive Verb requires arguments such as column names, the operator to be used, and the name of the new column.>",374,,['b0505e11596cadd9890fef049c29473c'],"[ 0.00070095  0.00404274 -0.01076211 ... -0.05809082 -0.04575175
  0.05911366]"
7e0d14ca308b4796bdc675a64bd3a36e,COL1,"PROPERTY, COLUMN","COL1 is a significant data column within the dataset, characterized by its numerical values. It plays a crucial role as an input in the operational workflow, specifically in the derive step of workflow2, demonstrating its importance in data processing activities. COL1's numerical nature and its utilization in workflow operations highlight its relevance and necessity in the analytical processes defined within the workflow framework.",375,,['76d9dcb9a27c2caea1f46bb5050851c6' 'f3a07680cbe8ab1f6055369da05f4f38'],"[ 0.05271704 -0.00404263  0.0024879  ...  0.02967527 -0.01419408
  0.03084414]"
8323efc8e539419e9ca3c98e758f6609,COL2,"PROPERTY, COLUMN","""COL2 is a significant data column within the dataset, characterized by its numerical values. It holds the position of the second input in the operational workflow, demonstrating its integral role in the data processing sequence. Specifically, COL2 is utilized as an input in the derive step of workflow2, highlighting its functional importance in generating new data attributes or modifying existing ones through the workflow's operations.""",376,,['76d9dcb9a27c2caea1f46bb5050851c6' 'f3a07680cbe8ab1f6055369da05f4f38'],"[ 0.0403741   0.00176021  0.02293648 ...  0.00658198 -0.03560227
  0.03513232]"
a80c7c98c0b647f8b9f6f8cc09168e44,COL_MULTIPLIED,"PROPERTY, COLUMN",col_multiplied is a new column in the dataset that is the result of multiplying the values of col1 and col2.,377,,['f3a07680cbe8ab1f6055369da05f4f38'],"[ 0.01109604 -0.02622437  0.00540968 ...  0.03998249 -0.0013671
  0.01921785]"
2d66a15939294d21b83b3e277f0a4e46,RUN_PIPELINE,"FUNCTION, PROCESS","run_pipeline is a function that takes a dataset and workflows as input, and asynchronously processes the data according to the workflows. It returns the result of the operations as outputs.",378,,['f3a07680cbe8ab1f6055369da05f4f38'],"[-0.00612626  0.01154234 -0.02278119 ... -0.00410812  0.0212935
  0.04835631]"
47f6d6573cf34e1096c95e36251dd60c,WORKFLOWS,"PROPERTY, PROCESS","The Workflows section is a critical component that meticulously outlines the Directed Acyclic Graph (DAG) for the data processing pipeline. This section encompasses an array of workflows, each detailing a series of operations to be executed on the dataset. Each operation within the workflows specifies the source columns, the target column, and the operator to be utilized, thereby defining the transformation steps and inter-dependencies between the workflows. This structured approach ensures a clear and systematic processing sequence, enabling efficient data manipulation and analysis.",379,,['a3e5bacdf64bcaf080a04c7dd8218484' 'f3a07680cbe8ab1f6055369da05f4f38'],"[ 0.01802731 -0.00057199 -0.00432251 ... -0.02418165 -0.00223051
  0.06180631]"
2fbd74d5ccca4be99c5257b3ac95cfba,OUTPUTS,"PROPERTY, DATA",outputs is a list that collects the results of the run_pipeline function. Each output is the result of processing the dataset according to the workflows.,380,,['f3a07680cbe8ab1f6055369da05f4f38'],"[-0.0338227   0.00159767  0.00735876 ... -0.02628856  0.06843924
  0.02754813]"
a2b1621a3e424ae29a6a73f00edbeca3,PIPELINE_RESULT,"PROPERTY, DATA","pipeline_result is the last element in the outputs list, representing the final result of the pipeline execution.",381,,['f3a07680cbe8ab1f6055369da05f4f38'],"[-0.00717475 -0.02040151 -0.01045501 ... -0.02178791  0.04785682
  0.00279805]"
ec45e1c400654c4f875046926486ded7,DEFAULT PROMPTS,"PROPERTY, CONFIGURATION","Default Prompts are the simplest way to start using the GraphRAG system. They are designed to work with minimal configuration and are suitable for out-of-the-box use. These prompts cover various aspects such as entity and relationship extraction, description summarization, claim extraction, and community reports.",382,,['bdb8f9e797229f596744d9636ab857b0'],"[-0.00109002 -0.00817817 -0.00928924 ... -0.02652858  0.00926552
  0.00880106]"
047cd93e9d704c7d8dadb6e79f9458df,ENTITY/RELATIONSHIP EXTRACTION,"PROPERTY, FUNCTION","Entity/Relationship Extraction, a crucial function within the GraphRAG system, specializes in identifying and extracting entities along with their relationships from input data. This process is pivotal for the construction of a knowledge graph. It operates by processing text data, using prompts and token-replacements to analyze the input text. The outcome is the generation of tuples, which accurately represent individual entities or the relationships between them. This procedure is foundational in the domain of Social Network Analysis, enabling a deeper understanding of complex relationships and facilitating the identification of key influencers within specialized professional networks such as Motor Control and Drive Systems. By leveraging Entity/Relationship Extraction, professionals can uncover collaboration opportunities and pinpoint knowledge gaps, enhancing their ability to navigate and contribute to the field.",383,,['6a7157695d90d434b2625c3f05420916' 'bdb8f9e797229f596744d9636ab857b0'],"[ 0.0055198   0.02330344 -0.03617044 ... -0.02703321 -0.02413291
  0.03578929]"
5b71ee73a5b6484495b2a0a75219426c,ENTITY/RELATIONSHIP DESCRIPTION SUMMARIZATION,"PROPERTY, FUNCTION",Entity/Relationship Description Summarization is a function that provides concise summaries of the descriptions of entities and their relationships. This can be useful for understanding the context and significance of the extracted information.,384,,['bdb8f9e797229f596744d9636ab857b0'],"[ 0.01270764  0.00862803  0.00388405 ...  0.00214036  0.01020506
 -0.00148358]"
e1f524d4b9754ce2b64a0a4c8f73b854,CLAIM EXTRACTION,"PROPERTY, FUNCTION","Claim Extraction is a critical function and process within the domain of text analysis and information retrieval. It specializes in identifying and extracting claims or assertions made within text data, focusing on the validity or truthfulness of statements. This process is particularly useful in scenarios where the accuracy of information is paramount. Claim Extraction uses prompts and token-replacements to process text and pinpoint claims based on the values provided by the extractor. It is a specific type of information extraction that zeroes in on identifying assertions or statements made within the text, often about entities and their attributes. The process is designed to identify positive factual statements with an evaluated status and time-bounds, emitting these claims as a primary artifact known as Covariates. This capability is essential in the pipeline of text analysis, enabling the extraction of meaningful and accurate information from large volumes of textual data.",385,,"['10d01d36390b307a63fd5bc97d8682c0' '493f38f41b89e767fc23d84e1fa5ba20'
 '6a7157695d90d434b2625c3f05420916' '6f92ce3fcd05dd5697ded83586f7bc08'
 'bdb8f9e797229f596744d9636ab857b0' 'd44248ff7b7bfd969a7208eb3d6e2a78']","[-0.01027799 -0.00680933 -0.01794849 ... -0.02946827  0.01016495
  0.02684768]"
ae1fe1c014c54ec4bcdf10dbdaed5068,AUTO TEMPLATING,"PROPERTY, CONFIGURATION",Auto Templating is a feature that leverages input data and LLM interactions to create domain adaptive templates for the generation of the knowledge graph. It is highly recommended for better results in an Index Run. The process involves analyzing the input data and automatically generating templates that are tailored to the specific domain or use case.,386,,['bdb8f9e797229f596744d9636ab857b0'],"[-0.00147583 -0.010476    0.02499967 ...  0.00114847  0.00024109
  0.01848209]"
92646910ee624bd7909fac2b5c0232e3,MANUAL CONFIGURATION,"PROPERTY, CONFIGURATION",Manual Configuration is an advanced use-case feature of the GraphRAG system. It allows users to customize the prompts and templates used in the generation of the knowledge graph manually. This is typically used when the Auto Templating feature does not meet specific requirements or when more control over the process is desired.,387,,['bdb8f9e797229f596744d9636ab857b0'],"[ 0.02175036 -0.02748797 -0.00177398 ... -0.02298534  0.00183254
  0.02500151]"
05913bee89a94bca88449249e35ba74d,TEMPLATE GENERATION ALGORITHM,"ALGORITHM, PROCESS","The Template Generation Algorithm is a process within GraphRAG that is responsible for creating domain adaptive templates for knowledge graph generation. It involves loading inputs, splitting them into chunks (text units), and then running a series of LLM invocations and template substitutions to generate the final prompts. The algorithm can be customized by adjusting various parameters such as the method, limit, language, max tokens, and chunk size. The default values provided by the script are suggested for use, but users can explore and tweak the algorithm for better results. The algorithm is executed as part of the automatic template generation process, which is optional but highly recommended for better Index Run results.",388,,['9b364093aeecfc789c70fc5bd9503487'],"[ 0.00225158 -0.00360271  0.00522842 ... -0.01416345 -0.01410709
  0.00847686]"
57b8930790c34dcba4a32c6be703ed78,INITIALIZATION PROCESS,"PROCESS, TASK","The Initialization Process is a task that must be completed before running the automatic template generation in GraphRAG. It involves using the graphrag.index --init command to create the necessary configuration files and default prompts. This process is crucial for setting up the workspace and ensuring that the tool can function properly. For more detailed information about the initialization process, refer to the Init Documentation.",389,,['9b364093aeecfc789c70fc5bd9503487'],"[ 4.18246305e-03  4.15808754e-05  1.74046438e-02 ... -3.51373963e-02
 -5.79266762e-03  2.18205508e-02]"
838c4498bc3c437f8d65428b580766a2,ROOT,"COMMAND, OPTION","ROOT is a pivotal command-line option that designates the base directory or starting point for all relative paths and configurations within the data project. This directory is essential as it houses the config files in formats such as YML, JSON, or .env, an input directory containing the input data, and an .env file with environment variables. ROOT defaults to the current directory if not explicitly specified. It is a required property utilized in the configuration of commands like graphrag.prompt_tune, serving as a guide to locate the input data and other resources necessary for prompt generation. The presence of ROOT ensures that the system can accurately identify and access the project's critical components, making it a fundamental aspect of the project's setup and operation.",390,,"['9243633f55cccd0885ba553e14fa5e3f' 'abac77a5673e907cf8d65161c2612784'
 'ce9cc3ed2e5f890d02e867ed0b0f8ff9' 'f239de6498e0f471bf418974c00f1e36']","[ 0.02681613 -0.00510503 -0.03705935 ... -0.01097219 -0.03201352
  0.01717855]"
1b893f24eb98477aad6ce49c0f26737e,DOMAIN,"COMMAND, OPTION","The ""DOMAIN"" is a versatile command-line option and an optional property that plays a crucial role in specifying the subject area or topic of the input data. It enables users to explicitly define the domain related to the data, such as 'space science', 'microbiology', or 'environmental news', which is particularly useful in the configuration of the graphrag.prompt_tune command. This command is designed to customize the prompt generation process to better suit a specific field of interest. If the ""DOMAIN"" is left unspecified, it intelligently infers the domain from the input data, ensuring that the analysis and processing are contextually accurate and relevant. This feature is pivotal in enhancing the precision and effectiveness of data processing and analysis within specialized professional networks.",391,,['9243633f55cccd0885ba553e14fa5e3f' 'ce9cc3ed2e5f890d02e867ed0b0f8ff9'],"[ 0.00530753 -0.00930663 -0.04004769 ... -0.01921163 -0.02002938
  0.03666115]"
6573bc2af4f94596a3f4452a602d6fc4,LIMIT,"COMMAND, OPTION","LIMIT is a versatile command-line option and optional property utilized in the context of text unit selection. It serves a dual purpose: first, as a command-line parameter, it establishes the maximum number of text units to load when employing random or top selection methods, with a default setting of 15. Second, within the configuration of the graphrag.prompt_tune command, LIMIT acts as a property to regulate the sample size for prompt generation, thereby influencing the template creation process. This feature provides users with the flexibility to control the scope and scale of text data used in various operations, ensuring optimal outcomes in text analysis and processing tasks.",392,,['9243633f55cccd0885ba553e14fa5e3f' 'ce9cc3ed2e5f890d02e867ed0b0f8ff9'],"[ 0.03621211 -0.00968981  0.02861299 ... -0.0261095  -0.0029721
 -0.01269199]"
0dddcca0e5df4b16bc03a51a2d2d8e16,LANGUAGE,"COMMAND, OPTION","The entity ""LANGUAGE"" serves a dual purpose within the context of input processing and command configuration. Firstly, as a command-line option, LANGUAGE designates the language to be used for input processing. If the specified language differs from that of the inputs, the Language Model (LLM) facilitates translation. By default, if no language is explicitly set, the system automatically detects the language from the inputs. Secondly, ""language"" is also an optional property utilized in the configuration of the graphrag.prompt_tune command. This property ensures that the prompt generation process is customized to match the language of the input documents, thereby enhancing the accuracy and relevance of the generated prompts.",393,,['9243633f55cccd0885ba553e14fa5e3f' 'ce9cc3ed2e5f890d02e867ed0b0f8ff9'],"[ 0.0118207  -0.00543663 -0.03038049 ... -0.02989274 -0.07123584
  0.02043241]"
df40ad480a3c47299a6c8fad05349304,MAX_TOKENS,"COMMAND, OPTION","MAX_TOKENS is a crucial command-line option utilized in the context of Language Models (LLM). It serves the dual purpose of setting the maximum token count for prompt generation as well as determining the maximum number of tokens allowed in the output of the LLM. By default, MAX_TOKENS is set to 2000, providing a limit to the length of the generated text to ensure efficient and manageable responses. This parameter is integral for controlling the verbosity and scope of the model's output, making it a key attribute for users to adjust according to their specific needs and constraints.",394,,['647be47c939b4d72f1c0b29a2e0d2cb2' '9243633f55cccd0885ba553e14fa5e3f'],"[ 0.04341898 -0.01567579  0.01524171 ...  0.00408843 -0.01232427
  0.00439507]"
fe98fb197d294b0b837aee8d5a98dfb1,CHUNK_SIZE,"COMMAND, OPTION",CHUNK_SIZE is a command-line option that determines the size in tokens to use for generating text units from input documents. The default is 200.,395,,['9243633f55cccd0885ba553e14fa5e3f'],"[ 0.0243658  -0.03045701  0.03246034 ... -0.00732087 -0.03050704
 -0.01972355]"
feb9ddd0ac2949178f26a36949aa5422,NO_ENTITY_TYPES,"COMMAND, OPTION",NO_ENTITY_TYPES is a command-line option that enables untyped entity extraction generation. It is recommended for data covering a lot of topics or highly randomized data.,396,,['9243633f55cccd0885ba553e14fa5e3f'],"[-0.02015452  0.0186187  -0.01592426 ... -0.00625132  0.01427873
  0.00436341]"
